PartitionKey,RowKey,Timestamp,message
17817,1.53946E+12,2019-10-13T18:39:08.165Z,"[{""messageId"":6,""deviceId"":""rp1"",""temperature"":30.012616378864816,""humidity"":65.9914567416123}]"
17817,1.53946E+12,2019-10-13T18:39:12.041Z,"[{""messageId"":5,""deviceId"":""rp3"",""temperature"":28.759414590946875,""humidity"":60.10806159558371}]"
17817,1.53946E+12,2019-10-13T18:39:12.869Z,"[{""messageId"":6,""deviceId"":""rp2"",""temperature"":23.522450845433283,""humidity"":76.37959857743527}]"
17817,1.53946E+12,2019-10-13T18:39:13.083Z,"[{""messageId"":7,""deviceId"":""rp1"",""temperature"":22.066984083910718,""humidity"":65.72366853515987}]"
17817,1.53946E+12,2019-10-13T18:39:16.945Z,"[{""messageId"":6,""deviceId"":""rp3"",""temperature"":27.353117800956888,""humidity"":76.41699128906723}]"
17817,1.53946E+12,2019-10-13T18:39:18.021Z,"[{""messageId"":7,""deviceId"":""rp2"",""temperature"":20.88114205193596,""humidity"":74.45886086995489}]"
17817,1.53946E+12,2019-10-13T18:39:18.073Z,"[{""messageId"":8,""deviceId"":""rp1"",""temperature"":20.317157132878958,""humidity"":73.65777714783503}]"
17817,1.53946E+12,2019-10-13T18:39:21.889Z,"[{""messageId"":7,""deviceId"":""rp3"",""temperature"":31.610981842173494,""humidity"":76.69673361117933}]"
17817,1.53946E+12,2019-10-13T18:39:22.928Z,"[{""messageId"":8,""deviceId"":""rp2"",""temperature"":27.101615055107303,""humidity"":68.50472218181865}]"
17817,1.53946E+12,2019-10-13T18:39:23.193Z,"[{""messageId"":9,""deviceId"":""rp1"",""temperature"":24.246636837271488,""humidity"":67.07376916774807}]"
17817,1.53946E+12,2019-10-13T18:39:26.993Z,"[{""messageId"":8,""deviceId"":""rp3"",""temperature"":23.263662967068548,""humidity"":62.0722259206513}]"
17817,1.53946E+12,2019-10-13T18:39:27.883Z,"[{""messageId"":9,""deviceId"":""rp2"",""temperature"":27.231965776615688,""humidity"":67.2646345253057}]"
17817,1.53946E+12,2019-10-13T18:39:28.128Z,"[{""messageId"":10,""deviceId"":""rp1"",""temperature"":20.479427082134137,""humidity"":62.60620557842893}]"
17817,1.53946E+12,2019-10-13T18:39:31.959Z,"[{""messageId"":9,""deviceId"":""rp3"",""temperature"":26.78027736851944,""humidity"":66.60202289518054}]"
17817,1.53946E+12,2019-10-13T18:39:32.964Z,"[{""messageId"":10,""deviceId"":""rp2"",""temperature"":25.187875950275167,""humidity"":65.45456191450637}]"
17817,1.53946E+12,2019-10-13T18:39:33.014Z,"[{""messageId"":11,""deviceId"":""rp1"",""temperature"":22.62761973065064,""humidity"":70.00057330033152}]"
17817,1.53946E+12,2019-10-13T18:39:37.061Z,"[{""messageId"":10,""deviceId"":""rp3"",""temperature"":30.698525191390104,""humidity"":60.988465057221035}]"
17817,1.53946E+12,2019-10-13T18:39:37.852Z,"[{""messageId"":11,""deviceId"":""rp2"",""temperature"":27.639978363905232,""humidity"":76.33918674784385}]"
17817,1.53946E+12,2019-10-13T18:39:38.105Z,"[{""messageId"":12,""deviceId"":""rp1"",""temperature"":31.14320728719535,""humidity"":75.87267567266392}]"
17817,1.53946E+12,2019-10-13T18:39:41.987Z,"[{""messageId"":11,""deviceId"":""rp3"",""temperature"":28.02082707413257,""humidity"":66.18932076687025}]"
17817,1.53946E+12,2019-10-13T18:39:43.005Z,"[{""messageId"":12,""deviceId"":""rp2"",""temperature"":29.267834684423374,""humidity"":73.87495630911106}]"
17817,1.53946E+12,2019-10-13T18:39:43.056Z,"[{""messageId"":13,""deviceId"":""rp1"",""temperature"":21.410232894162547,""humidity"":62.583588742577575}]"
17817,1.53946E+12,2019-10-13T18:39:46.899Z,"[{""messageId"":12,""deviceId"":""rp3"",""temperature"":26.607556353798245,""humidity"":77.02672340395489}]"
17817,1.53946E+12,2019-10-13T18:39:47.940Z,"[{""messageId"":13,""deviceId"":""rp2"",""temperature"":24.38291817774322,""humidity"":72.2411126897387}]"
17817,1.53946E+12,2019-10-13T18:39:48.160Z,"[{""messageId"":14,""deviceId"":""rp1"",""temperature"":31.68977606076171,""humidity"":68.74002412629136}]"
17817,1.53946E+12,2019-10-13T18:39:52.003Z,"[{""messageId"":13,""deviceId"":""rp3"",""temperature"":22.15777338183552,""humidity"":69.02477769974628}]"
17817,1.53946E+12,2019-10-13T18:39:52.878Z,"[{""messageId"":14,""deviceId"":""rp2"",""temperature"":24.491136883814292,""humidity"":70.98006506499232}]"
17817,1.53946E+12,2019-10-13T18:39:53.108Z,"[{""messageId"":15,""deviceId"":""rp1"",""temperature"":21.776270054822643,""humidity"":72.0022549443861}]"
17817,1.53946E+12,2019-10-13T18:39:56.964Z,"[{""messageId"":14,""deviceId"":""rp3"",""temperature"":21.263939831052166,""humidity"":70.34408546666081}]"
17817,1.53946E+12,2019-10-13T18:39:58.019Z,"[{""messageId"":15,""deviceId"":""rp2"",""temperature"":20.92095437907968,""humidity"":68.39485330395307}]"
17817,1.53946E+12,2019-10-13T18:39:58.069Z,"[{""messageId"":16,""deviceId"":""rp1"",""temperature"":22.26389309601378,""humidity"":72.63036783332417}]"
17817,1.53946E+12,2019-10-13T18:40:01.862Z,"[{""messageId"":15,""deviceId"":""rp3"",""temperature"":31.924287822904393,""humidity"":70.63036032915154}]"
17817,1.53946E+12,2019-10-13T18:40:02.963Z,"[{""messageId"":16,""deviceId"":""rp2"",""temperature"":24.23298355321319,""humidity"":64.91144574071221}]"
17817,1.53946E+12,2019-10-13T18:40:03.190Z,"[{""messageId"":17,""deviceId"":""rp1"",""temperature"":21.149156088074697,""humidity"":76.43726858240493}]"
17817,1.53946E+12,2019-10-13T18:40:07.012Z,"[{""messageId"":16,""deviceId"":""rp3"",""temperature"":29.736495441316887,""humidity"":65.31549084589001}]"
17817,1.53946E+12,2019-10-13T18:40:07.933Z,"[{""messageId"":17,""deviceId"":""rp2"",""temperature"":22.750894918511108,""humidity"":79.49446956241559}]"
17817,1.53946E+12,2019-10-13T18:40:08.145Z,"[{""messageId"":18,""deviceId"":""rp1"",""temperature"":30.13099317386055,""humidity"":72.74758675241408}]"
17817,1.53946E+12,2019-10-13T18:40:11.943Z,"[{""messageId"":17,""deviceId"":""rp3"",""temperature"":21.882763512394117,""humidity"":74.72481051101053}]"
17817,1.53946E+12,2019-10-13T18:40:13.040Z,"[{""messageId"":18,""deviceId"":""rp2"",""temperature"":25.074571155870466,""humidity"":73.35452957445675}]"
17817,1.53946E+12,2019-10-13T18:40:13.096Z,"[{""messageId"":19,""deviceId"":""rp1"",""temperature"":30.358873019792803,""humidity"":78.061108242845}]"
17817,1.53946E+12,2019-10-13T18:40:17.051Z,"[{""messageId"":18,""deviceId"":""rp3"",""temperature"":21.41908014900352,""humidity"":66.64548860260955}]"
17817,1.53946E+12,2019-10-13T18:40:17.960Z,"[{""messageId"":19,""deviceId"":""rp2"",""temperature"":28.66937576253213,""humidity"":61.69347607265776}]"
17817,1.53946E+12,2019-10-14T04:26:07.114Z,"[{""messageId"":20,""deviceId"":""rp1"",""temperature"":26.724881918009853,""humidity"":67.58890331303765}]"
17817,1.53946E+12,2019-10-13T18:40:21.967Z,"[{""messageId"":19,""deviceId"":""rp3"",""temperature"":24.978938090074276,""humidity"":65.30392791849042}]"
17817,1.53946E+12,2019-10-13T18:40:22.945Z,"[{""messageId"":20,""deviceId"":""rp2"",""temperature"":28.398207649811965,""humidity"":69.40755223769001}]"
17817,1.53946E+12,2019-10-13T18:40:23.325Z,"[{""messageId"":21,""deviceId"":""rp1"",""temperature"":30.867407380386666,""humidity"":72.79654183498936}]"
17817,1.53946E+12,2019-10-13T18:40:27.089Z,"[{""messageId"":20,""deviceId"":""rp3"",""temperature"":24.968837787834865,""humidity"":71.24102169531872}]"
17817,1.53946E+12,2019-10-13T18:40:28.074Z,"[{""messageId"":21,""deviceId"":""rp2"",""temperature"":20.45318590950981,""humidity"":76.33024181460185}]"
17817,1.53946E+12,2019-10-13T18:40:28.127Z,"[{""messageId"":22,""deviceId"":""rp1"",""temperature"":26.967926944242272,""humidity"":63.62683058607176}]"
17817,1.53946E+12,2019-10-13T18:40:32.042Z,"[{""messageId"":21,""deviceId"":""rp3"",""temperature"":28.585253149662798,""humidity"":67.01177504704798}]"
17817,1.53946E+12,2019-10-13T18:40:33.074Z,"[{""messageId"":22,""deviceId"":""rp2"",""temperature"":23.08465099728097,""humidity"":61.41353754152828}]"
17817,1.53946E+12,2019-10-13T18:40:33.127Z,"[{""messageId"":23,""deviceId"":""rp1"",""temperature"":30.65062618336283,""humidity"":79.99742155328349}]"
17817,1.53946E+12,2019-10-14T04:26:35.630Z,"[{""messageId"":22,""deviceId"":""rp3"",""temperature"":18.29245218654247,""humidity"":68.51580747734855}]"
17817,1.53946E+12,2019-10-13T18:40:38.027Z,"[{""messageId"":23,""deviceId"":""rp2"",""temperature"":23.075822852802755,""humidity"":70.04134517318585}]"
17817,1.53946E+12,2019-10-13T18:40:38.075Z,"[{""messageId"":24,""deviceId"":""rp1"",""temperature"":30.49732333957979,""humidity"":64.54972185315357}]"
17817,1.53946E+12,2019-10-13T18:40:41.907Z,"[{""messageId"":23,""deviceId"":""rp3"",""temperature"":26.94699846983142,""humidity"":61.13603224468306}]"
17817,1.53946E+12,2019-10-13T18:40:42.925Z,"[{""messageId"":24,""deviceId"":""rp2"",""temperature"":29.83605385693584,""humidity"":64.88676729668065}]"
17817,1.53946E+12,2019-10-13T18:40:43.169Z,"[{""messageId"":25,""deviceId"":""rp1"",""temperature"":25.780436107807375,""humidity"":78.00812250753984}]"
17817,1.53946E+12,2019-10-13T18:40:47.025Z,"[{""messageId"":24,""deviceId"":""rp3"",""temperature"":20.153266835526836,""humidity"":72.28146674452638}]"
17817,1.53946E+12,2019-10-14T04:26:51.999Z,"[{""messageId"":25,""deviceId"":""rp2"",""temperature"":29.581885805928245,""humidity"":67.4508112603888}]"
17817,1.53946E+12,2019-10-13T18:40:48.117Z,"[{""messageId"":26,""deviceId"":""rp1"",""temperature"":29.573722930493986,""humidity"":67.04956027500008}]"
17817,1.53946E+12,2019-10-13T18:40:51.991Z,"[{""messageId"":25,""deviceId"":""rp3"",""temperature"":29.032395416108333,""humidity"":70.98393974726741}]"
17817,1.53946E+12,2019-10-13T18:40:53.046Z,"[{""messageId"":26,""deviceId"":""rp2"",""temperature"":22.5799067403536,""humidity"":63.61076661685803}]"
17817,1.53946E+12,2019-10-13T18:40:53.095Z,"[{""messageId"":27,""deviceId"":""rp1"",""temperature"":25.868881966941718,""humidity"":67.0452569871977}]"
17817,1.53946E+12,2019-10-13T18:40:56.877Z,"[{""messageId"":26,""deviceId"":""rp3"",""temperature"":24.43008492623853,""humidity"":76.66164916617933}]"
17817,1.53946E+12,2019-10-13T18:40:57.944Z,"[{""messageId"":27,""deviceId"":""rp2"",""temperature"":28.825666612434716,""humidity"":73.95405471133274}]"
17817,1.53946E+12,2019-10-13T18:40:58.233Z,"[{""messageId"":28,""deviceId"":""rp1"",""temperature"":24.090455325458386,""humidity"":76.92866242643433}]"
17817,1.53946E+12,2019-10-13T18:41:02.013Z,"[{""messageId"":27,""deviceId"":""rp3"",""temperature"":30.56839014625276,""humidity"":76.2728564893858}]"
17817,1.53946E+12,2019-10-13T18:41:02.920Z,"[{""messageId"":28,""deviceId"":""rp2"",""temperature"":28.00081570766801,""humidity"":75.83977921109974}]"
17817,1.53946E+12,2019-10-13T18:41:03.133Z,"[{""messageId"":29,""deviceId"":""rp1"",""temperature"":22.994999244855197,""humidity"":66.7030730111129}]"
17817,1.53946E+12,2019-10-13T18:41:06.962Z,"[{""messageId"":28,""deviceId"":""rp3"",""temperature"":25.889035290151668,""humidity"":77.50219399991036}]"
17817,1.53946E+12,2019-10-13T18:41:08.058Z,"[{""messageId"":29,""deviceId"":""rp2"",""temperature"":25.5761630107676,""humidity"":74.89566789043397}]"
17817,1.53946E+12,2019-10-13T18:41:08.110Z,"[{""messageId"":30,""deviceId"":""rp1"",""temperature"":23.176023568550086,""humidity"":67.29383982979081}]"
17817,1.53946E+12,2019-10-14T04:27:11.638Z,"[{""messageId"":29,""deviceId"":""rp3"",""temperature"":22.71545632814763,""humidity"":66.90931965085129}]"
17817,1.53946E+12,2019-10-13T18:41:12.978Z,"[{""messageId"":30,""deviceId"":""rp2"",""temperature"":30.434992349260426,""humidity"":76.04846670557481}]"
17817,1.53946E+12,2019-10-14T04:27:33.415Z,"[{""messageId"":31,""deviceId"":""rp1"",""temperature"":20.978086715789264,""humidity"":65.01010682910415}]"
17817,1.53946E+12,2019-10-13T18:41:17.013Z,"[{""messageId"":30,""deviceId"":""rp3"",""temperature"":28.85535793552812,""humidity"":65.43405598198855}]"
17817,1.53946E+12,2019-10-13T18:41:17.918Z,"[{""messageId"":31,""deviceId"":""rp2"",""temperature"":27.977025384777313,""humidity"":75.47061054052166}]"
17817,1.53946E+12,2019-10-13T18:41:18.143Z,"[{""messageId"":32,""deviceId"":""rp1"",""temperature"":28.762353972326743,""humidity"":63.5589709918436}]"
17817,1.53946E+12,2019-10-13T18:41:21.931Z,"[{""messageId"":31,""deviceId"":""rp3"",""temperature"":30.112597263302437,""humidity"":63.21484486977119}]"
17817,1.53946E+12,2019-10-13T18:41:22.886Z,"[{""messageId"":32,""deviceId"":""rp2"",""temperature"":22.44734927098972,""humidity"":61.527124544483826}]"
17817,1.53946E+12,2019-10-13T18:41:23.100Z,"[{""messageId"":33,""deviceId"":""rp1"",""temperature"":28.66443623269548,""humidity"":74.547885578391}]"
17817,1.53946E+12,2019-10-13T18:41:27.045Z,"[{""messageId"":32,""deviceId"":""rp3"",""temperature"":26.69897921579752,""humidity"":63.570946287250386}]"
17817,1.53946E+12,2019-10-13T18:41:27.987Z,"[{""messageId"":33,""deviceId"":""rp2"",""temperature"":31.08052631217611,""humidity"":65.98136084078139}]"
17817,1.53946E+12,2019-10-13T18:41:28.042Z,"[{""messageId"":34,""deviceId"":""rp1"",""temperature"":22.309643227309742,""humidity"":79.05996374740954}]"
17817,1.53946E+12,2019-10-13T18:41:32.044Z,"[{""messageId"":33,""deviceId"":""rp3"",""temperature"":25.009898058632952,""humidity"":75.32808833422567}]"
17817,1.53946E+12,2019-10-13T18:41:32.977Z,"[{""messageId"":34,""deviceId"":""rp2"",""temperature"":21.26915360145485,""humidity"":67.21199480053642}]"
17817,1.53946E+12,2019-10-13T18:41:33.028Z,"[{""messageId"":35,""deviceId"":""rp1"",""temperature"":25.931892653395458,""humidity"":76.82883911891295}]"
17817,1.53946E+12,2019-10-13T18:41:36.964Z,"[{""messageId"":34,""deviceId"":""rp3"",""temperature"":22.397967636104955,""humidity"":74.15007547147096}]"
17817,1.53946E+12,2019-10-13T18:41:38.067Z,"[{""messageId"":35,""deviceId"":""rp2"",""temperature"":20.55128386536462,""humidity"":71.37054747960647}]"
17817,1.53946E+12,2019-10-13T18:41:38.122Z,"[{""messageId"":36,""deviceId"":""rp1"",""temperature"":28.972151196765935,""humidity"":74.99410944073888}]"
17817,1.53946E+12,2019-10-13T18:41:41.887Z,"[{""messageId"":35,""deviceId"":""rp3"",""temperature"":22.051797499132935,""humidity"":77.23759341321212}]"
17817,1.53946E+12,2019-10-13T18:41:43.016Z,"[{""messageId"":36,""deviceId"":""rp2"",""temperature"":28.319036365194812,""humidity"":64.64979558389994}]"
17817,1.53946E+12,2019-10-13T18:41:43.235Z,"[{""messageId"":37,""deviceId"":""rp1"",""temperature"":28.183661688607806,""humidity"":67.84244004201449}]"
17817,1.53946E+12,2019-10-13T18:41:47.018Z,"[{""messageId"":36,""deviceId"":""rp3"",""temperature"":20.31029642117028,""humidity"":63.2549832771084}]"
17817,1.53946E+12,2019-10-13T18:41:47.959Z,"[{""messageId"":37,""deviceId"":""rp2"",""temperature"":29.921889467021618,""humidity"":77.84886679774007}]"
17817,1.53946E+12,2019-10-13T18:41:48.181Z,"[{""messageId"":38,""deviceId"":""rp1"",""temperature"":29.04056027086296,""humidity"":61.79268345713068}]"
17817,1.53946E+12,2019-10-13T18:41:51.925Z,"[{""messageId"":37,""deviceId"":""rp3"",""temperature"":30.744180548188545,""humidity"":77.27255416939107}]"
17817,1.53946E+12,2019-10-13T18:41:52.063Z,"[{""messageId"":38,""deviceId"":""rp2"",""temperature"":27.093160005153763,""humidity"":76.72604962277914}]"
17817,1.53946E+12,2019-10-13T18:41:53.955Z,"[{""messageId"":39,""deviceId"":""rp1"",""temperature"":31.835726604445185,""humidity"":73.35159310986523}]"
17817,1.53946E+12,2019-10-13T18:41:57.036Z,"[{""messageId"":38,""deviceId"":""rp3"",""temperature"":27.168699489062238,""humidity"":62.17402135106772}]"
17817,1.53946E+12,2019-10-13T18:41:58.051Z,"[{""messageId"":39,""deviceId"":""rp2"",""temperature"":29.48369676615334,""humidity"":74.91700395178283}]"
17817,1.53946E+12,2019-10-13T18:41:58.123Z,"[{""messageId"":40,""deviceId"":""rp1"",""temperature"":24.165912877526473,""humidity"":61.795488514499965}]"
17817,1.53946E+12,2019-10-13T18:42:01.971Z,"[{""messageId"":39,""deviceId"":""rp3"",""temperature"":25.015295999936562,""humidity"":63.074071596223945}]"
17817,1.53946E+12,2019-10-13T18:42:02.971Z,"[{""messageId"":40,""deviceId"":""rp2"",""temperature"":30.553240427854213,""humidity"":63.43988205783448}]"
17817,1.53946E+12,2019-10-13T18:42:03.045Z,"[{""messageId"":41,""deviceId"":""rp1"",""temperature"":26.755778949502986,""humidity"":65.62525618124712}]"
17817,1.53946E+12,2019-10-13T18:42:06.874Z,"[{""messageId"":40,""deviceId"":""rp3"",""temperature"":26.233690387170046,""humidity"":66.98406276863251}]"
17817,1.53946E+12,2019-10-13T18:42:08.061Z,"[{""messageId"":41,""deviceId"":""rp2"",""temperature"":25.53486364566828,""humidity"":66.58474535747447}]"
17817,1.53946E+12,2019-10-13T18:42:08.315Z,"[{""messageId"":42,""deviceId"":""rp1"",""temperature"":26.500402197860858,""humidity"":66.61579160612185}]"
17817,1.53946E+12,2019-10-13T18:42:12.001Z,"[{""messageId"":41,""deviceId"":""rp3"",""temperature"":20.827176747909114,""humidity"":65.74524444123199}]"
17817,1.53946E+12,2019-10-13T18:42:13.002Z,"[{""messageId"":42,""deviceId"":""rp2"",""temperature"":25.0986502692609,""humidity"":76.02172812780826}]"
17817,1.53946E+12,2019-10-13T18:42:13.074Z,"[{""messageId"":43,""deviceId"":""rp1"",""temperature"":29.566597277912965,""humidity"":75.07805309365847}]"
17817,1.53946E+12,2019-10-13T18:42:16.935Z,"[{""messageId"":42,""deviceId"":""rp3"",""temperature"":20.48749696653894,""humidity"":72.54281852757764}]"
17817,1.53946E+12,2019-10-13T18:42:17.878Z,"[{""messageId"":43,""deviceId"":""rp2"",""temperature"":27.775480205487753,""humidity"":74.72525516562862}]"
17817,1.53946E+12,2019-10-13T18:42:18.136Z,"[{""messageId"":44,""deviceId"":""rp1"",""temperature"":29.62982896105332,""humidity"":67.06408597105535}]"
17817,1.53946E+12,2019-10-13T18:42:22.023Z,"[{""messageId"":43,""deviceId"":""rp3"",""temperature"":22.901217525475005,""humidity"":71.41338971872848}]"
17817,1.53946E+12,2019-10-13T18:42:23.062Z,"[{""messageId"":44,""deviceId"":""rp2"",""temperature"":27.383805428216647,""humidity"":79.14610825063595}]"
17817,1.53946E+12,2019-10-13T18:42:23.136Z,"[{""messageId"":45,""deviceId"":""rp1"",""temperature"":29.788913328158735,""humidity"":78.05606534661385}]"
17817,1.53946E+12,2019-10-13T18:42:27.154Z,"[{""messageId"":44,""deviceId"":""rp3"",""temperature"":28.36916269279777,""humidity"":60.0339968504826}]"
17817,1.53946E+12,2019-10-13T18:42:27.985Z,"[{""messageId"":45,""deviceId"":""rp2"",""temperature"":25.87781747414932,""humidity"":78.47849905850421}]"
17817,1.53946E+12,2019-10-13T18:42:28.036Z,"[{""messageId"":46,""deviceId"":""rp1"",""temperature"":31.24483774976419,""humidity"":68.28602275306318}]"
17817,1.53946E+12,2019-10-13T18:42:31.870Z,"[{""messageId"":45,""deviceId"":""rp3"",""temperature"":30.2618697730636,""humidity"":79.03061140254367}]"
17817,1.53946E+12,2019-10-13T18:42:32.899Z,"[{""messageId"":46,""deviceId"":""rp2"",""temperature"":25.67014768768242,""humidity"":61.39721756699851}]"
17817,1.53946E+12,2019-10-13T18:42:33.151Z,"[{""messageId"":47,""deviceId"":""rp1"",""temperature"":23.478226000945924,""humidity"":72.12270316744154}]"
17817,1.53946E+12,2019-10-13T18:42:36.965Z,"[{""messageId"":46,""deviceId"":""rp3"",""temperature"":30.44800134823101,""humidity"":63.411318826048515}]"
17817,1.53946E+12,2019-10-13T18:42:38.052Z,"[{""messageId"":47,""deviceId"":""rp2"",""temperature"":28.32804813542318,""humidity"":67.0597798659522}]"
17817,1.53946E+12,2019-10-13T18:42:38.105Z,"[{""messageId"":48,""deviceId"":""rp1"",""temperature"":28.413022765566996,""humidity"":74.03087969998366}]"
17817,1.53946E+12,2019-10-13T18:42:41.900Z,"[{""messageId"":47,""deviceId"":""rp3"",""temperature"":22.87589171534531,""humidity"":63.43610943481537}]"
17817,1.53946E+12,2019-10-13T18:42:42.965Z,"[{""messageId"":48,""deviceId"":""rp2"",""temperature"":21.73697037900928,""humidity"":63.15078755697678}]"
17817,1.53946E+12,2019-10-13T18:42:43.190Z,"[{""messageId"":49,""deviceId"":""rp1"",""temperature"":23.664878391017325,""humidity"":78.4145945972682}]"
17817,1.53946E+12,2019-10-13T18:42:47.019Z,"[{""messageId"":48,""deviceId"":""rp3"",""temperature"":30.109389080394262,""humidity"":63.96219064919658}]"
17817,1.53946E+12,2019-10-13T18:42:47.975Z,"[{""messageId"":49,""deviceId"":""rp2"",""temperature"":28.472441458364134,""humidity"":65.52099190066727}]"
17817,1.53946E+12,2019-10-13T18:42:48.157Z,"[{""messageId"":50,""deviceId"":""rp1"",""temperature"":31.87075242737783,""humidity"":78.22551209585494}]"
17817,1.53946E+12,2019-10-13T18:42:51.973Z,"[{""messageId"":49,""deviceId"":""rp3"",""temperature"":25.434422659796116,""humidity"":72.31743691943804}]"
17817,1.53946E+12,2019-10-13T18:42:53.040Z,"[{""messageId"":50,""deviceId"":""rp2"",""temperature"":22.410545755017274,""humidity"":77.13841797029144}]"
17817,1.53946E+12,2019-10-13T18:42:53.091Z,"[{""messageId"":51,""deviceId"":""rp1"",""temperature"":28.44125012938995,""humidity"":73.71682195697711}]"
17817,1.53946E+12,2019-10-13T18:42:57.056Z,"[{""messageId"":50,""deviceId"":""rp3"",""temperature"":30.236715844752936,""humidity"":62.70988529215166}]"
17817,1.53946E+12,2019-10-13T18:42:57.961Z,"[{""messageId"":51,""deviceId"":""rp2"",""temperature"":21.920304373845195,""humidity"":78.18436491434237}]"
17817,1.53946E+12,2019-10-13T18:42:58.013Z,"[{""messageId"":52,""deviceId"":""rp1"",""temperature"":23.964868147893917,""humidity"":63.899907945986946}]"
17817,1.53946E+12,2019-10-13T18:43:02.003Z,"[{""messageId"":51,""deviceId"":""rp3"",""temperature"":20.366679548869428,""humidity"":76.99092548782076}]"
17817,1.53946E+12,2019-10-13T18:43:02.875Z,"[{""messageId"":52,""deviceId"":""rp2"",""temperature"":24.684511114163477,""humidity"":69.29336071506171}]"
17817,1.53946E+12,2019-10-13T18:43:03.140Z,"[{""messageId"":53,""deviceId"":""rp1"",""temperature"":21.546455830932466,""humidity"":78.47167941306782}]"
17817,1.53946E+12,2019-10-13T18:43:07.108Z,"[{""messageId"":52,""deviceId"":""rp3"",""temperature"":22.63303226548743,""humidity"":68.12394692642704}]"
17817,1.53946E+12,2019-10-13T18:43:08.044Z,"[{""messageId"":53,""deviceId"":""rp2"",""temperature"":29.13674594580391,""humidity"":75.94987498543729}]"
17817,1.53946E+12,2019-10-13T18:43:08.278Z,"[{""messageId"":54,""deviceId"":""rp1"",""temperature"":28.05617299093397,""humidity"":74.64663732369301}]"
17817,1.53946E+12,2019-10-13T18:43:12.054Z,"[{""messageId"":53,""deviceId"":""rp3"",""temperature"":29.036384843872426,""humidity"":61.81288878032757}]"
17817,1.53946E+12,2019-10-13T18:43:12.983Z,"[{""messageId"":54,""deviceId"":""rp2"",""temperature"":28.30431915277064,""humidity"":77.61662701771336}]"
17817,1.53946E+12,2019-10-13T18:43:13.210Z,"[{""messageId"":55,""deviceId"":""rp1"",""temperature"":21.207167521315647,""humidity"":74.2476420299742}]"
17817,1.53946E+12,2019-10-13T18:43:16.943Z,"[{""messageId"":54,""deviceId"":""rp3"",""temperature"":26.546005479209448,""humidity"":77.69142500783225}]"
17817,1.53946E+12,2019-10-13T18:43:17.917Z,"[{""messageId"":55,""deviceId"":""rp2"",""temperature"":28.869595872679845,""humidity"":65.49302942140329}]"
17817,1.53946E+12,2019-10-13T18:43:18.148Z,"[{""messageId"":56,""deviceId"":""rp1"",""temperature"":22.450480301461354,""humidity"":61.37827648221502}]"
17817,1.53946E+12,2019-10-13T18:43:22.072Z,"[{""messageId"":55,""deviceId"":""rp3"",""temperature"":30.831063197147927,""humidity"":68.8979426846103}]"
17817,1.53946E+12,2019-10-13T18:43:23.029Z,"[{""messageId"":56,""deviceId"":""rp2"",""temperature"":23.003883987958496,""humidity"":69.10347674477947}]"
17817,1.53946E+12,2019-10-13T18:43:23.085Z,"[{""messageId"":57,""deviceId"":""rp1"",""temperature"":24.17353943355571,""humidity"":78.70949383885132}]"
